item_name,current_price,old_price_element,item_discount_element,item_link,discount
Fashion Men Slippers Men Shoes,399.0,,43.0,/fashion-men-slippers-men-shoes-121452041.html,43.0
"Kly Sex Lubricating Jelly,Water Based&Condom Safe",380.0,,37.0,/generic-kly-sex-lubricating-jellywater-basedcondom-safe-148148364.html,37.0
Lenovo LP40 Wireless Earphone Bluetooth 5.0 Headset White,1298.0,9.0,35.0,/lp40-wireless-earphone-bluetooth-5.0-headset-white-lenovo-mpg384266.html,35.0
Stick On Wall Clock DIY Large Modern Design Decal 3D,680.0,,29.0,/generic-stick-on-wall-clock-diy-large-modern-design-decal-3d-37988349.html,29.0
"Nokia C1 2nd Edition, 5.45"" - 16GB + 1GB (Dual Sim) 2500 MAh + SMART WATCH & AIRPODS",8799.0,99.0,20.0,/c1-2nd-edition-5.45-16gb-1gb-dual-sim-2500-mah-smart-watch-airpods-nokia-mpg441724.html,20.0
LG SMART Universal LED TV Remote Control For LG TV,884.0,,1.0,/smart-universal-led-tv-remote-control-for-tv-lg-mpg309357.html,1.0
"Snail Repairing&Skin Regeneration Cream-ImproveDullness,Darkness&Spots",350.0,,30.0,/repairing-skin-regeneration-cream-snail-mpg1826607.html,30.0
Paperline 1 Ream 80GSM Printing/Photocopy Paper,899.0,0.0,40.0,/1-ream-80gsm-printingphotocopy-paper-paperline-mpg352535.html,40.0
"Samsung Galaxy A34 5G, 6.6"", 128GB + 8GB RAM (Dual SIM), 5000mAh, Graphite",39999.0,99.0,9.0,/galaxy-a34-5g-6.6-128gb-8gb-ram-dual-sim-5000mah-graphite-samsung-mpg1520921.html,9.0
Dr. Rashel Gold Collagen Sun Cream SPF 100 UVA UVB Protection Sunscreen,435.0,,46.0,/sun-cream-anti-ageing-spf-100-dr.-rashel-mpg439436.html,46.0
Classic Dream 8 Color Correct Contour Concealer Palette,345.0,,43.0,/dream-8-color-correct-contour-concealer-palette-classic-mpg1168050.html,43.0
Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,950.0,0.0,21.0,/dr.-rashel-vitamin-c-brightening-and-anti-aging-face-cream-face-serum-43622140.html,21.0
Glittering Baubles Balls Christmas Tree Ornament Xmas-Golden,662.0,4.0,50.0,/generic-glittering-baubles-balls-christmas-tree-ornament-xmas-golden-47828769.html,50.0
Solarmax 80ah Solar Battery No Maintenance  Dry Cell,5390.0,0.0,33.0,/solarmax-80ah-solar-battery-no-maintenance-dry-cell-104462342.html,33.0
Canye Hair Dryer Blow Dryer Hair Tools+ 12PCS Gifts,2999.0,0.0,33.0,/hair-dryer-blow-dryer-hair-tools-12pcs-gifts-generic-mpg382632.html,33.0
Fashion Hundreds Of Martin Boots Women's Shoes,1479.0,0.0,38.0,/fashion-hundreds-of-martin-boots-womens-shoes-125910574.html,38.0
"Nunix 3 Taps Hot, Normal And Cold Water Dispenser",6499.0,9.0,35.0,/nunix-3-taps-hot-normal-and-cold-water-dispenser-160809331.html,35.0
Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator,3399.0,8.0,50.0,/nunix-glass-table-top-double-burner-gas-stove-pipe-regulator-157343160.html,50.0
5PC Yoga Resistance Band Fitness Equipment,695.0,8.0,42.0,/generic-5pc-yoga-resistance-band-fitness-equipment-122455056.html,42.0
Fashion Half Rimless Metal Frame Mens Anti-blue Ray Computer Glasses,1218.0,0.0,30.0,/fashion-half-rimless-metal-frame-mens-anti-blue-ray-computer-glasses-25989122.html,30.0
Foldable/Portable Clothes Drying And Hanging Rack,3099.0,0.0,44.0,/generic-foldableportable-clothes-drying-and-hanging-rack-137477477.html,44.0
BM800 Professional Condenser Microphone.Kits,2800.0,8.0,44.0,/generic-bm800-professional-condenser-microphone.kits-115562548.html,44.0
Epimax Baby And Junior Cream,5589.0,0.0,18.0,/epimax-baby-and-junior-cream-153177555.html,18.0
Nunix 4 Gas Burner Table Top Cooker,4392.0,0.0,45.0,/nunix-4-gas-burner-table-top-cooker-102860195.html,45.0
Car Bluetooth Kit Wireless Music Audio Receiver.,390.0,,44.0,/car-bluetooth-kit-wireless-music-audio-receiver-generic-mpg300968.html,44.0
Smeeto Women Casual Watch Magnetic Strap Buckle Diamond,460.0,,30.0,/smeeto-women-casual-watch-magnetic-strap-buckle-diamond-29222180.html,30.0
Digital Electronic Price Computing Weighing Scale ACS30kg,2480.0,0.0,45.0,/digital-electronic-price-computing-weighing-scale-acs30kg-generic-mpg350475.html,45.0
Wireless Bluetooth Handheld Microphone 7 Colour LED Audio Speaker,829.0,0.0,48.0,/generic-wireless-bluetooth-handheld-microphone-7-colour-led-audio-speaker-152810389.html,48.0
Fashion Ladies Chain Butterfly Pendant Necklace Women Necklaces Silver,170.0,,46.0,/fashion-ladies-chain-butterfly-pendant-necklace-women-necklaces-silver-160931231.html,46.0
Professional Electric Hot Comb Straightener,1547.0,5.0,41.0,/generic-professional-electric-hot-comb-straightener-162317091.html,41.0
Vision Plus VP8850KV - 50″ 4K Frameless V+ OS Smart TV,39999.0,95.0,20.0,/vision-plus-vp8850kv-50-4k-frameless-v-os-smart-tv-125899163.html,20.0
"TCL 43P635, 43” FRAMELESS 4K ULTRA HD GOOGLE TV, VOICE CONTROL",40799.0,0.0,31.0,/tcl-43p635-43-frameless-4k-ultra-hd-google-tv-voice-control-121754703.html,31.0
Softleaf Softleaf Virgin Toilet Paper 10 Pack,490.0,,8.0,/softleaf-softleaf-virgin-toilet-paper-10-pack-44592533.html,8.0
Fashion Men's Vintage Military Long Sleeve Shirt-blue,580.0,,24.0,/fashion-mens-vintage-military-long-sleeve-shirt-blue-80721243.html,24.0
Fashion Ladies Top Soft Short Light Fluffy Boots,1800.0,0.0,10.0,/fashion-ladies-top-soft-short-light-fluffy-boots-34467181.html,10.0
"Bontel 2720 1.77”SIZE DISP, Flip Phone, 1000mAh,WATCH",2250.0,0.0,10.0,/bontel-2720-1.77size-disp-flip-phone-1000mahwatch-111897225.html,10.0
HIGH QUALITY STONE PAN,1269.0,0.0,36.0,/generic-high-quality-stone-pan-84848055.html,36.0
SEXTOYS 3-in-1 Male Oral Masturbato-r 3D Vaginal,1799.0,3.0,43.0,/sextoys-3-in-1-male-oral-masturbato-r-3d-vaginal-114314827.html,43.0
Microsoft X BOX 360 CONTROLLER (WIRED),1539.0,0.0,47.0,/microsoft-x-box-360-controller-wired-125617009.html,47.0
Vehicle Repair Tool 46 Pcs Mini Socket Wrench Set Box Spanner Socket Set,1899.0,9.0,37.0,/generic-vehicle-repair-tool-46-pcs-mini-socket-wrench-set-box-spanner-socket-set-123431089.html,37.0
"Super Powerful Rechargeable Bullet Vibrator With 10 Vibration Modes, Silent & Waterproof",1599.0,0.0,43.0,/generic-super-powerful-rechargeable-bullet-vibrator-with-10-vibration-modes-silent-waterproof-89532986.html,43.0
Lenovo XT89 Bluetooth Earbuds Headphone Headset Black,1479.0,9.0,26.0,/lenovo-xt89-bluetooth-earbuds-headphone-headset-black-55674065.html,26.0
Chronos Women Rhinestone Watch Silver Bracelet Quartzwatch,1141.0,7.0,42.0,/chronos-women-rhinestone-watch-silver-bracelet-quartzwatch-32690333.html,42.0
Nunix  Table Top Cooker 3 Gas + 1 Electric Burner Stove,5897.0,0.0,34.0,/nunix-table-top-cooker-3-gas-1-electric-burner-stove-160027417.html,34.0
MTB Sport Bike Half Finger Cycling Gloves Anti-skid Bike,414.0,,38.0,/generic-mtb-sport-bike-half-finger-cycling-gloves-anti-skid-bike-32099318.html,38.0
Collapsible Foldable Tent Mosquito Net,2500.0,0.0,50.0,/generic-collapsible-foldable-tent-mosquito-net-151666521.html,50.0
Set Of 6 Beautiful Dinner Serving Ceramic Plates,1600.0,0.0,20.0,/generic-set-of-6-beautiful-dinner-serving-ceramic-plates-123058512.html,20.0
Mini 4 Digit Combination Key Lock Box Wall Mount Combination Lock - Gray,1750.0,0.0,30.0,/generic-mini-4-digit-combination-key-lock-box-wall-mount-combination-lock-gray-156798768.html,30.0
Lenovo HE05 BLUETOOTH 5.0 WIRELESS EARPHONE HEADSET IPX5,1650.0,0.0,48.0,/lenovo-he05-bluetooth-5.0-wireless-earphone-headset-ipx5-48759722.html,48.0
Video Making Kit Vlogging  Kit For Live Streaming.,2890.0,0.0,20.0,/generic-video-making-kit-vlogging-kit-for-live-streaming.-121290615.html,20.0
Vision Plus VP2120SB - Sound Pro Wireless - 160W RMS - Black,18499.0,95.0,12.0,/vision-plus-vp2120sb-sound-pro-wireless-160w-rms-black-125899143.html,12.0
"Bontel L400 1.77"" Screen  Big Speaker, Powerbank Option - Button Phone+ Extra Gifts.",2100.0,0.0,21.0,/bontel-l400-1.77-screen-big-speaker-powerbank-option-button-phone-extra-gifts.-101886311.html,21.0
Samsung 10000 MAh 15W Fast Charging Power Bank 10000MAH,3299.0,0.0,40.0,/10000-mah-15w-fast-charging-power-bank-10000mah-samsung-mpg1569443.html,40.0
"Fashion Beautiful Kenya Logo,black Heavy  T-shirt",999.0,0.0,17.0,/beautiful-kenya-logoblack-heavy-t-shirt-fashion-mpg490998.html,17.0
"Oppo Reno 10 5G, 6.7'', 8GB + 256GB, 64MP, (Dual Sim) 5000mAh  + Smart Watch & Power Bank",54399.0,99.0,32.0,/oppo-reno-10-5g-6.7-8gb-256gb-64mp-dual-sim-5000mah-smart-watch-power-bank-158942254.html,32.0
Fast Charging USB Data Cable For Samsung Galaxy S7 S6,97.0,,42.0,/generic-fast-charging-usb-data-cable-for-samsung-galaxy-s7-s6-67745332.html,42.0
Artificial Vine Vivid Color Dust-proof Silk Flower Hanging Artificial Rattan Garland Vine-2#,150.0,,50.0,/generic-artificial-vine-vivid-color-dust-proof-silk-flower-hanging-artificial-rattan-garland-vine-2-39223606.html,50.0
"Badili - Samsung Galaxy S9 (Renewed), 5.8"", 64GB+4GB RAM, Black",21000.0,75.0,16.0,/renewed-badili-samsung-galaxy-s9-renewed-5.8-64gb4gb-ram-black-156802273.html,16.0
Rectangle Non-stick Bread Cake/Baking Mold Loaf Tin Black,695.0,0.0,42.0,/generic-rectangle-non-stick-bread-cakebaking-mold-loaf-tin-black-30540088.html,42.0
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - Dr Rashel,489.0,,18.0,/vitamin-c-brightening-anti-aging-face-serum-dr-rashel-dr.-rashel-mpg480680.html,18.0
MK Electronics TV Guard Surge Protector + Free 5 Way High Quality Power Extension,1099.0,0.0,27.0,/mk-electronics-tv-guard-surge-protector-free-5-way-high-quality-power-extension-151329406.html,27.0
"Cerave Hydrating Facial Cleanser -Non-Foaming Face Wash With Hyaluronic Acid, Ceramides And Glycerin",1395.0,0.0,37.0,/hydrating-facial-cleanser-non-foaming-face-wash-with-hyaluronic-acid-ceramides-and-glycerin-cerave-mpg1406498.html,37.0
Fashion Casual Mens Watches LED Luminous WristWatch,630.0,,30.0,/casual-mens-watches-led-luminous-wristwatch-fashion-mpg396088.html,30.0
Complete Pink Roller Skating Shoes With Protective Gears,4899.0,0.0,32.0,/complete-pink-roller-skating-shoes-with-protective-gears-generic-mpg359816.html,32.0
Effective Bedbug Killer,1100.0,0.0,12.0,/generic-effective-bedbug-killer-70638098.html,12.0
Adidas Adilette Shower Slides Unisex,2760.0,0.0,40.0,/adidas-adilette-shower-slides-unisex-88062646.html,40.0
Fashion Sneakers Mesh Sports Shoes For Men-black,1479.0,0.0,43.0,/fashion-sneakers-mesh-sports-shoes-for-men-black-131449915.html,43.0
"LG Digital, HD TV Remote Control",769.0,8.0,50.0,/lg-digital-hd-tv-remote-control-121435571.html,50.0
Anti-slip Bathroom Mat Antislip Non Slip Safety Mat.,750.0,0.0,38.0,/generic-anti-slip-bathroom-mat-antislip-non-slip-safety-mat.-115512506.html,38.0
Fashion Nose Ring Reusable Non Piercing Alloy Fake Magnetic Horseshoe For Party-Silver,108.0,,50.0,/fashion-nose-ring-reusable-non-piercing-alloy-fake-magnetic-horseshoe-for-party-silver-51563994.html,50.0
Safety Boots Shoes,2450.0,0.0,16.0,/generic-safety-boots-shoes-77681945.html,16.0
Fashion 1 Pieces Of Adjustable Baseball Cap + Belt + Watch,880.0,0.0,41.0,/fashion-1-pieces-of-adjustable-baseball-cap-belt-watch-129651981.html,41.0
Fashion Women Sweet Faux Pearl Rhinestone Snowflake Ear Stud-Gold,175.0,,50.0,/fashion-women-sweet-faux-pearl-rhinestone-snowflake-ear-stud-gold-48030999.html,50.0
Sathiya Electric Kettle 2 Litres + Single Spiral Hotplate,1900.0,0.0,47.0,/electric-kettle-2-litres-single-spiral-hotplate-sathiya-mpg1778765.html,47.0
"CTC 26""inches,LED DIGITAL,HD -USB AND HDMI CONNECTIVITY",9988.0,99.0,23.0,/26inches-digital-led-tv-with-free-to-air-channels-hdmi-port-ctc-mpg605325.html,23.0
Waist Trainer Body Shaper Slimming Belt Tummy Trimmer Women High Waist Postpartum Slimming Shapeawear Corset Tummy Control,849.0,9.0,43.0,/generic-waist-trainer-body-shaper-slimming-belt-tummy-trimmer-women-high-waist-postpartum-slimming-shapeawear-corset-tummy-control-160748799.html,43.0
cloudoon Milk Coffee Foam Maker Portable Mixer,509.0,0.0,49.0,/cloudoon-milk-coffee-foam-maker-portable-mixer-152071472.html,49.0
Fashion Ladies Slides Sandals,999.0,0.0,45.0,/fashion-ladies-slides-sandals-108090595.html,45.0
207 Pieces Cake Decorating Tool Set Baking Supplies,2699.0,2.0,31.0,/generic-207-pieces-cake-decorating-tool-set-baking-supplies-121460000.html,31.0
4Pc Washing Machine Antivibration Anti Vibration Pads Shock And Noise Cancellation Pads,598.0,,25.0,/generic-4pc-washing-machine-antivibration-anti-vibration-pads-shock-and-noise-cancellation-pads-67372809.html,25.0
R100 Wireless Bluetooth Speaker With LED Light,1495.0,0.0,17.0,/generic-r100-wireless-bluetooth-speaker-with-led-light-63240370.html,17.0
"Sokany 4500W Commercial Grade Blender,Food Processor-BPA 2L Jar",4620.0,9.0,49.0,/4500w-commercial-grade-blenderfood-processor-bpa-2l-jar-sokany-mpg439197.html,49.0
Home Tailor Electric Mini Portable Sewing Machine,2600.0,0.0,35.0,/generic-home-tailor-electric-mini-portable-sewing-machine-115582568.html,35.0
Miadi Miadi Leave In Treatment Spray - 450ml,255.0,,10.0,/leave-in-treatment-spray-475ml-miadi-mpg213674.html,10.0
Aloe Vera Soothing Gel -260ml,530.0,,34.0,/soothing-gel-260ml-aloe-vera-mpg383985.html,34.0
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,599.0,0.0,60.0,/moroccan-argan-oil-correct-nourish-moisturise-vitamin-ce-brightening-serum-156964691.html,60.0
Fashion Women Sneakers Thick-soled Sports Shoes For Women-pink,1290.0,0.0,49.0,/fashion-women-sneakers-thick-soled-sports-shoes-for-women-pink-122731022.html,49.0
Griffaton RED CABBAGE RUBY BALL 10GM,300.0,,25.0,/griffaton-red-cabbage-ruby-ball-10gm-69830761.html,25.0
3 Color Nudes Highlighter Blusher,450.0,,25.0,/generic-3-color-nudes-highlighter-blusher-153408306.html,25.0
Fashion 2Pcs/Set Couple Luminous Pearl Bracelets For Best Friends Lovers Valentines,204.0,,44.0,/fashion-2pcsset-couple-luminous-pearl-bracelets-for-best-friends-lovers-valentines-21095642.html,44.0
E'YEARN Six Soothing Organic Moisturizing Korean Facial Sheet Masks,599.0,0.0,43.0,/eyearn-six-soothing-organic-moisturizing-korean-facial-sheet-masks-65192765.html,43.0
Ear Protection Protective Noise Reduction Earmuffs Hearing Protector Anti-shock,545.0,0.0,46.0,/generic-ear-protection-protective-noise-reduction-earmuffs-hearing-protector-anti-shock-121539482.html,46.0
Oraimo FreePods 4 ANC Havy Bass 35.5-hr Earbuds With APP Control,4450.0,9.0,1.0,/oraimo-freepods-4-anc-havy-bass-35.5-hr-earbuds-with-app-control-127843292.html,1.0
Fashion 2 Way Black &Brown FINEST Soft Leather Men's Official Belt,499.0,,37.0,/fashion-2-way-black-brown-finest-soft-leather-mens-official-belt-156092281.html,37.0
"Itel S23 6.6"" Display, 128GB Storage + Up To 8GB RAM, 50MP Camera, 5000mAh+WATCH+EARPODS",13995.0,99.0,44.0,/itel-s23-6.6-display-128gb-storage-up-to-8gb-ram-50mp-camera-5000mahwatchearpods-159684231.html,44.0
Kaku Designs IPad Pro 11 Inch Case(4th Gen)(3rd Gen)(2nd Gen),2750.0,0.0,31.0,/kaku-designs-ipad-pro-11-inch-case4th-gen3rd-gen2nd-gen-110331622.html,31.0
MACINTOSH WaterProof/changing Pad (different Print),689.0,,23.0,/macintosh-waterproofchanging-pad-different-print-generic-mpg324399.html,23.0
Xiaomi Redmi Note 12 4G Case Butterfly Soft Phone Back Cover,333.0,,34.0,/generic-xiaomi-redmi-note-12-4g-case-butterfly-soft-phone-back-cover-152186473.html,34.0
Cocopulp Skin Lightening And Moisturizing Body Oil 50ml,316.0,,37.0,/skin-lightening-and-moisturizing-body-oil-50ml-cocopulp-mpg780868.html,37.0
SQ LS 980 Fixed Wireless Desktop Telephone (DUAL SIM),4290.0,0.0,14.0,/sq-ls-980-fixed-wireless-desktop-telephone-dual-sim-64041548.html,14.0
360° PANORAMIC CCTV BULB MOTION DETECTION SECURITY SMART CAMERA 1080P,4247.0,0.0,29.0,/generic-360-panoramic-cctv-bulb-motion-detection-security-smart-camera-1080p-121539517.html,29.0
Automatic Retractable Tape Measure With Lock Pin,699.0,,30.0,/mini-automatic-retractable-measuring-tape-with-lock-pin-generic-mpg431058.html,30.0
Astonish Astonish Aromatic Antibacterial Pomegranate Raspberry Surface Cleaner Trigger - 750ml,545.0,,11.0,/astonish-astonish-aromatic-antibacterial-pomegranate-raspberry-surface-cleaner-trigger-750ml-69978583.html,11.0
Fashionable Portable Mini Hanging Neck Cooling Fan,1699.0,0.0,14.0,/fashionable-portable-mini-hanging-neck-cooling-fan-generic-mpg1052661.html,14.0
Power King 5-Way Power Extension Cable Plus Free Tv Guard,1300.0,0.0,35.0,/power-king-5-way-power-extension-cable-plus-free-tv-guard-115569248.html,35.0
Inflatable Lounger Sofa With Footrest +Free Manual Pump,3999.0,0.0,43.0,/generic-inflatable-lounger-sofa-with-footrest-free-manual-pump-130012772.html,43.0
Mens Buckle Comfortable Belt + Cap + I12TWS Airpods,1000.0,0.0,33.0,/generic-mens-buckle-comfortable-belt-cap-i12tws-airpods-126338353.html,33.0
Self Adhesive Marble Vinyl Wallpaper Roll,865.0,0.0,28.0,/generic-self-adhesive-marble-vinyl-wallpaper-roll-43773434.html,28.0
Xiaomi Redmi 10C Case Butterfly Soft Phone Back Cover,333.0,,34.0,/generic-xiaomi-redmi-10c-case-butterfly-soft-phone-back-cover-152404692.html,34.0
Fashion New Fast And Furious Cross Pendant Chain Necklace - Silver,400.0,,29.0,/fashion-new-fast-and-furious-cross-pendant-chain-necklace-silver-51485437.html,29.0
Fk Fridge/Freezer Guard 13 Amps,730.0,0.0,48.0,/fk-fridgefreezer-guard-13-amps-151388364.html,48.0
"Wireless Keyboard And Mouse For Computer, TVs & Android Box",1299.0,0.0,46.0,/wireless-keyboard-and-mouse-for-computer-tvs-android-box-154311463.html,46.0
Power King Two 5 Way Heavy Duty Power Extension With Switch.,1300.0,0.0,35.0,/power-king-two-5-way-heavy-duty-power-extension-with-switch.-97806790.html,35.0
Valon Valon Lotion Body Milk 200ml,124.0,,10.0,/valon-valon-lotion-body-milk-200ml-87392472.html,10.0
"Infinix Smart 7 HD, Disp 6.6""// 64GB ROM + 2+2GB RAM// 5000mAh//Ksly+FREESW+O+BT -Black",12999.0,99.0,38.0,/infinix-smart-7-hd-disp-6.6-64gb-rom-22gb-ram-5000mahkslyfreeswobt-black-126842499.html,38.0
Startimes Decoder + 1 Month Subscription Package+ANTENNA+CABLE CLIPS,2700.0,0.0,33.0,/startimes-decoder-1-month-subscription-packageantennacable-clips-131201212.html,33.0
Fashion 2pcs Non-Pierced Clip On Men Stud Earrings,299.0,,15.0,/fashion-2pcs-non-pierced-clip-on-men-stud-earrings-50262355.html,15.0
Amtec AM-008 2.1CH HOME THEATRE SYSTEM USB/SD/FM 5000W-Amtec Blue/Red,3619.0,0.0,20.0,/amtec-am-008-2.1ch-home-theatre-system-usbsdfm-5000w-amtec-bluered-55210549.html,20.0
Morphe EASY CONTOUR & HIGHLIGHT WONDER STICK,399.0,,11.0,/easy-contour-highlight-wonder-stick-morphe-mpg663998.html,11.0
Car Bluetooth Audio Receiver/Adapter - Black.,399.0,,17.0,/generic-car-bluetooth-audio-receiveradapter-black.-152997467.html,17.0
"Oraimo OSW-18 Smart Watch Lite - 1.69"" TFT - Black",3699.0,0.0,18.0,/oraimo-osw-18-smart-watch-lite-1.69-tft-black-150195971.html,18.0
12PcsPack Christmas Bows Christmas Tree Bow Decoration Golden,94.0,,50.0,/generic-12pcspack-christmas-bows-christmas-tree-bow-decoration-golden-89441589.html,50.0
Nunix 7pcs Donut Doughnut Maker,2096.0,2.0,50.0,/nunix-7pcs-donut-doughnut-maker-129469707.html,50.0
"Fashan Long Length Ballerina Coffin Press On Nails, Matte Fake Nails With Butterfly Designs, Acrylic All Cover False Nails For Women And Girls 24pcs",310.0,,48.0,/fashan-long-length-ballerina-coffin-press-on-nails-matte-fake-nails-with-butterfly-designs-acrylic-all-cover-false-nails-for-women-and-girls-24pcs-155572910.html,48.0
Nonstick Cookware14pc  Heavy Duty Sufurias With Lids,7500.0,0.0,29.0,/generic-nonstick-cookware14pc-heavy-duty-sufurias-with-lids-29759569.html,29.0
Oraimo Trimmer With 4 Guided Combs,1650.0,9.0,53.0,/oraimo-trimmer-with-4-guided-combs-71964194.html,53.0
Binatone SI-1605B Smoother Gliding Steam Iron- 90ml - 1600W - White/Blue,1419.0,0.0,29.0,/binatone-si-1605b-smoother-gliding-steam-iron-90ml-1600w-whiteblue-121429769.html,29.0
Waist Trainer Body Shaper Slimming Belt Tummy Trimmer Women High Waist Postpartum Slimming Shapeawear Corset Tummy Control,849.0,9.0,43.0,/generic-waist-trainer-body-shaper-slimming-belt-tummy-trimmer-women-high-waist-postpartum-slimming-shapeawear-corset-tummy-control-160748799.html,43.0
cloudoon Milk Coffee Foam Maker Portable Mixer,509.0,0.0,49.0,/cloudoon-milk-coffee-foam-maker-portable-mixer-152071472.html,49.0
207 Pieces Cake Decorating Tool Set Baking Supplies,2699.0,2.0,31.0,/generic-207-pieces-cake-decorating-tool-set-baking-supplies-121460000.html,31.0
4Pc Washing Machine Antivibration Anti Vibration Pads Shock And Noise Cancellation Pads,598.0,,25.0,/generic-4pc-washing-machine-antivibration-anti-vibration-pads-shock-and-noise-cancellation-pads-67372809.html,25.0
R100 Wireless Bluetooth Speaker With LED Light,1495.0,0.0,17.0,/generic-r100-wireless-bluetooth-speaker-with-led-light-63240370.html,17.0
"Sokany 4500W Commercial Grade Blender,Food Processor-BPA 2L Jar",4620.0,9.0,49.0,/4500w-commercial-grade-blenderfood-processor-bpa-2l-jar-sokany-mpg439197.html,49.0
